Message,Extracted,Expected
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 383199 2.5CR Entry Fees - Win -,63065557,nan
"Dear SBI Customer, transaction dated 29-Apr-22 15:11:15 through card ending 8981 has been declined due to INCORRECT PIN.",2922,nan
"Your wallet balance is Rs.0.00. Welcome to Airtel Money. Use for recharges, bills, shopping and more. Monthly loading and spending limit is Rs.10,000 for all wallets by Airtel Payments Bank.",10000,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDZ1DZB53105 Valid till 31 May Rush Now.T&C",153105,nan
"Ecom Express Executive 08046809000 PIN 17925 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 809943",17925,809943
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 531706 RS. 547814 A/C NO. XXXX3150 777367. DO NOT SHARE.",3150,777367
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2211929530101 RS. 500000.00 A/C NO. XXXX1899 641896. SHARE ANYONE. -SBI,1899,641896
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 102530 RS. 815504 A/C NO. XXXX2188 233648. DO NOT SHARE.",2188,233648
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 667526 RS. 836726 A/C NO. XXXX6181 884404. DO NOT SHARE.",6181,884404
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 341587 RS. 847908 A/C NO. XXXX7466 195351. DO NOT SHARE.",7466,195351
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 704414 RS. 316202 A/C NO. XXXX9420 964556. DO NOT SHARE.",9420,964556
Ecom Express Executive 08046809000 PIN 598085 deliver Flipkart order 9008602733. Pay Rs 1033.0CASHUPIPayment Link. Code refuse 582619,598085,582619
Arriving Today: Srinu order partner 914071153148 PIN 7932. Track opt contactless /zwyJan .Please share delivery code 316656 delivery partner confirmation status. - Shadowfax,7932,316656
Ecom Express Executive 08046809000 PIN 500785 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 159297,500785,159297
Ecom Express Executive 08046809000 PIN 395589 deliver Flipkart order 9008602733. Pay Rs 1033.0CASHUPIPayment Link. Code refuse 582619,395589,582619
Ecom Express Executive 08046809000 PIN 73617 deliver Flipkart order 9008602733. Pay Rs 1033.0CASHUPIPayment Link. Code refuse 582619,73617,582619
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,95362,652656
Ecom Express Executive 08046809000 PIN 776523 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 894359,776523,894359
Ecom Express Executive 08046809000 PIN 877962 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 894359,877962,894359
"Ecom Express Executive 08046809000 PIN 63124 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 491471",63124,491471
"Ecom Express Executive 08046809000 PIN 1064 will deliver your simsim order 9172366531. Pay Rs 349.0(CASH,UPI,Payment Link). Code to refuse is 951541",1064,951541
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 221410 RS. 484057 A/C NO. XXXX5042 262789. DO NOT SHARE.",5042,262789
otp for Online Transactions on your Indian Bank Debit Card 4988 is KLI-812707.This is valid for the next 5 min.Dt 07-04-22 11.33,4988,812707
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 862605.,9312,862605
"Ecom Express Executive 08046809000 PIN 95362 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 159297",95362,159297
015 237 Instagram code SIYRxKrru1t,nan,015237
otp is 75117:75117,nan,75117
Ecom Express Executive 08046809000 PIN 432566 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,432566,669228
Arriving Today: Imran order partner 914461710281 PIN 1134. Track opt contactless /R4DEA6 .Please share delivery code 7174 delivery partner confirmation status. - Shadowfax,1134,7174
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 159297,95362,159297
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 618143 RS. 214616 A/C NO. XXXX3424 694243. DO NOT SHARE.",3424,694243
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 521507 RS. 770597 A/C NO. XXXX5692 199253. DO NOT SHARE.",5692,199253
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 413418 RS. 212974 A/C NO. XXXX6001 568649. DO NOT SHARE.",6001,568649
"Ecom Express Executive 08046809000 PIN 88613 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 473948",88613,473948
"Ecom Express Executive 08046809000 PIN 73617 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 582619",73617,582619
otp for Online Transactions on your Indian Bank Debit Card 4988 is JDS-159337.This is valid for the next 5 min.Dt 07-04-22 12.17,4988,159337
otp for Online Transactions on your Indian Bank Debit Card 4988 is JXS-177988.This is valid for the next 5 min.Dt 07-04-22 12.32,4988,177988
Slot Booking/Cancellation for Application: 236315,236315,nan
Slot Booking/Cancellation for Application: 168384,168384,nan
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 170280.,9312,170280
Dear 63693822XX 5500 Bonus Superstar Daily finale Junglee Rummy Prize Pool: 372208 Entry Fees - Win -,63693822,nan
Slot Booking/Cancellation for Application: 703826,703826,nan
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 2599:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,1699484,nan
ARRIVING TODAY: Delivery Agent 912241498037 bring order 1 Roadster Tshirts 1 item today. Use Pin 7875313460 prompted. His/her body temp. recorded 11:14 97.7F. Pay Rs. 748.00 time delivery. ensure minimum contact delivery encourage UPI Card payment. delivery agent ensuring highest safety standards stay safe home. - Team Myntra.,1114,nan
a/c XXXXXXXXXXXX8571 debited Rs. 1300.00 2/28/2022 10:12:26 PM GOPINATH . info :P2A/205916770412 -KVB,2282022,nan
We have received request for setting MPIN for your a/c XX5823 linked to VPA gp209610@okaxis on 2022-05-07 11.09.19. Dispute? call 18004251809-South Indian Bank,5823,nan
"ARRIVING TODAY: Our Delivery Agent (+912241498957) will bring your order with 1 HRX by Hrithik Ros... today. Use Pin 7875313460 if prompted. His/her body temp. recorded at 10:43 AM was 97.7F. Pay Rs. 549.00 at the time of delivery. To ensure minimum contact delivery, we encourage UPI or Card payment. Our delivery agent is ensuring the highest safety standards so you can stay safe at home!. - Team Myntra.",1043,nan
01/5/2022 18:35 Avail Bal A/c xxx289: Rs. 47.48 CR -SBI,0152022,nan
Dear Sucha Singh successfully vaccinated 1st Dose COVISHIELD 10-05-2021 01:13 PM. may download vaccination Certificate - - CoWIN,10052021,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5 CR Entry Fees - Win -,63529880,nan
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5CR Entry Fees - Win -,63065557,nan
"CMR Akshaya Tritiya Gold Offer, Up to 50% Off On Gold V.A,No Making,No V.A on Silver, lowest Gold Rate Only at CMR Shopping Mall, Nizampet. PH: 040 23898880",23898880,nan
"Dear 7973XXXX59, WIN upto Rs 25 Lakhs! Spin the Jackpot & Win a Bullet Bike, Sachin's Signed Bat & much more only on Paytm First Games. m.paytm.me/fjk T&C",797359,nan
"HDFC Bank: You have successfully set the UPI Pin for your HDFC Bank A/c No.  XXXXXX1060. If not you, kindly report on 18002586161.",1060,nan
ASTCOM870271. Mi Account verification code valid 5 minutes.,870271,nan
Dear Paras successfully vaccinated 2nd Dose COVAXIN 10-02-2022 12:53 PM. may download vaccination Certificate - - CoWIN,10022022,nan
Dear Ramdas Jaipal Tembhekar successfully vaccinated 2nd Dose COVISHIELD 02-09-2021 12:27 PM. may download vaccination Certificate - - CoWIN,02092021,nan
Dear Sandeep successfully vaccinated 1st Dose COVAXIN 23-09-2021 05:14 PM. may download vaccination Certificate - - CoWIN,23092021,nan
Citykart mein apki shopping hogi ab aur bhi Dhamakedaar! Paaye FREE Rs.500 Ki Shopping Rs.1000 ki khareed par. Cpn 04032PSUJM5 - CityKart T&C* -CITYKART,1000,nan
Dear Customer verification ID 63218788. Pl pass number Br. Staff complete registration. MUTHOOT FINANCE LTD.,63218788,nan
BOI UPI - Your change UPI-PIN for XXXXXXXXXXX0121 has failed due to INVALID POLICIES FOR UPI-PIN. Try another UPI-PIN which is not used before.,0121,nan
Dear Savita Chaudhary successfully vaccinated 2nd Dose COVISHIELD 21-10-2021 12:00 PM. may download vaccination Certificate - - CoWIN,21102021,nan
Dear Sunil Kumar successfully vaccinated 2nd Dose COVISHIELD 27-04-2022 10:27 AM. may download vaccination Certificate - - CoWIN,27042022,nan
"Raman, first time shopping @ Women's Week?
Get Rs.333 Off + Free Shipping on the best styles
Min. Spend: Rs.1499 | Shop now
http://smsd.in/btJUOKGfS",1499,nan
"Night Online Sale is LIVE on Big Bazaar Online!
Rs.100 Cashback on Shopping of Rs1000+ 1kg FREE Sugar
Order Online bit.ly/ngt-s
Only till 9am
T&C",1000,nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 174). Keep the product ready with all accessories and tags for verification.",33000,nan
OTP for Online Transactions on your Indian Bank Debit Card 4988 is KQS-548142.This is valid for the next 5 min.Dt 21-04-22 11.38,4988,548142
Ecom Express Executive 08046809000 PIN 37225 will deliver your https://shopee/ AWB 9116374275 today. Rs 105.0 payable. Delivery code 557210,37225,557210
"Raman, get Flat Rs.333 Off + Free Shipping
Shop this offer before midnight | Min. Spend: Rs.1499
Explore the End Of Reason Sale
http://smsd.in/bukFXVMgi",1499,nan
Beware of the fraudulent messages asking you to call any number for verification/download any app to update your KYC/Aadhaar details. BSNL never asks you to download any third party app for such activities. Please stay alert from such SMS/calls as these may result in fi9412cial loss : Team BSNL,9412,nan
"Out for Delivery:HOTSTYLE Running Shoes... with tracking ID FMPC1854778553, will be delivered between 07:30AM - 11:30AM today by an EKART Service Partner (call 09174003000, PIN 273). Please pay Rs.229.0 by cash..",0730,nan
Bajaj Fi8675ce Ltd. never asks pay refundable processing/ Verification/ GST fee loans. Never share OTP/ documents phone calls WhatsApp,8675,nan
"Dear Partner,Cash prizes that will make your dil go ""Jumping Japang""
Refer a friend to Shadowfax and earn Rs 1000/- once he completes 50 orders. Also, earn Rs. 1000/- extra after he completes 200 orders. More referrals, most earnings! in.shadowfax.https://u1.mnge.co/Dry1517",11517,nan
FB-180952 Facebook confirmation code 53158,53158,180952
"Out for Delivery:Best Mens Streachable ... with tracking ID WSPC1050549381, will be delivered today by an EKART Service Partner (call 04045206046, PIN 302). Please pay Rs.999.0 by cash..",9990,nan
"Out for Delivery:mik Applique Stylish, ... with tracking ID FMPC1823195700, will be delivered between 10:00AM - 02:00PM today by an EKART Service Partner (call 09657882288, PIN 296). Please pay Rs.162.0 by cash..",1000,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 638300 RS. 809774 A/C NO. XXXX6510 466626. DO NOT SHARE.",6510,466626
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,95362,652656
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.1394.33CASHUPIPayment Link. Code refuse 781617,95362,781617
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 09.39.50. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 644176 RS. 448134 A/C NO. XXXX4677 462202. DO NOT SHARE.",4677,462202
"http://smsd.in/bu5ZDOIzA"",
We have  noticed you were looking for Bajaj Fi386217ce Insta EMI Card. Apply in 3 easy steps and enjoy no cost EMI shopping. Get now https://eej.at/H0aFE2Ys,
""Dear Customer",386217,nan
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 678359:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,1699484,nan
Rs.1567.00 Credited SB-xxx3548 AcBal:420994.00 CLRBal: 1644.00 NEFT-SCBL- GOBICHETTIPALAYAM 04-05-2022 16:19:05.IOB.,42099400,nan
"Hi Sp davawala,


As you were looking for a price offer on your 2018 Maruti Suzuki Eeco with SellRight, we'd like you to know that you can avail of your FREE DOORSTEP EVALUATION whenever you like. All you need to do is click here - weurl.co/ika5f4


SellRight by Spinny",2018,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 915053 RS. 367716 A/C NO. XXXX8739 289591. DO NOT SHARE.",8739,289591
"Out for Delivery:Best Mens Streachable ... with tracking ID WSPC1050549381, will be delivered today by an EKART Service Partner (call 04045206046, PIN 302). Please pay Rs.999.0 by cash..",9990,nan
"Ecom Express Executive 08046809000 PIN 08724 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 373487",08724,373487
"Dear SBI Customer, transaction dated 01-Feb-22 10:44:54 through card ending 4737 has been declined due to INCORRECT PIN.",0122,nan
"You have successfully set UPI PIN for your Paytm Payments Bank a/c 91XXXXXXXX62. If you have not initiated this request, contact us on 01204456456 immediately.",9162,nan
OTP for Online Transactions on your Indian Bank Debit Card 4988 is JDS-159337.This is valid for the next 5 min.Dt 07-04-22 12.17,4988,159337
"Raman, first time shopping @ Women's Week?
Get Rs.333 Off + Free Shipping on the best styles
Min. Spend: Rs.1499 | Shop now
http://smsd.in/btJUOKGfS",1499,nan
"Ecom Express Executive 08046809000 PIN 73617 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 582619",73617,582619
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 383199 2.5CR Entry Fees - Win -,63065557,nan
INR 130 debited A/c 2533 ATM POS/5P631283/22:57:46/20972294 Bal 129685.1707-04-2022 22:57:46. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
"Ecom Express Executive 08046809000 PIN 05013 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 354301",05013,354301
"Out for Delivery:TRIPR Printed Men Roun... with tracking ID FMPC1783997061, will be delivered between 11:00AM - 03:00PM today by an EKART Service Partner (call 04045206046, PIN 265). Please pay Rs.249.0 by cash..",1100,nan
Shadowfax rider 914461710281 PIN 5728 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 7229 Visit https://tracker.shadowfax.in,5728,7229
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDFPFSCN3105 Valid till 31 May Rush Now.T&C",3105,nan
Slot Booking/Cancellation for Application: 832752,832752,nan
"Dear user,You are 1 step away from Bajaj Fi2190ce Insta EMI Card. Click https://eej.at/H71LxShc to complete your journey & enjoy No Cost EMI shopping",2190,nan
ARRIVING TODAY: Delivery Agent 912241498065 bring order 1 HRX Hrithik Ros... today. Use Pin 7875313460 prompted. His/her body temp. recorded 11:17 97.6F. Pay Rs. 549.00 time delivery. ensure minimum contact delivery encourage UPI Card payment. delivery agent ensuring highest safety standards stay safe home. - Team Myntra.,1117,nan
"LAST 2DAYS of FREE SHOPPING WEEK at CENTRAL

SHOP for Rs.3000 & GET Rs.3000 BACK TnC bit.ly/3rLi8kj

Rs500 OFF 598461815585 on Rs5999 + 10% OFF ICICI Bank cards",3000,nan
Dear Swati successfully vaccinated 2nd Dose COVISHIELD 09-02-2022 07:49 PM. may download vaccination Certificate - - CoWIN,09022022,nan
"Out for Delivery:utkrist Self Design Pr... with tracking ID FMPC1810193261, will be delivered between 01:00PM - 05:00PM today by an EKART Service Partner (call 08068960020, PIN 213). Please pay Rs.239.0 by cash..",0100,nan
Ecom Express Executive 08046809000 PIN 95734 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,95734,669228
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 638300 RS. 809774 A/C NO. XXXX6510 466626. DO NOT SHARE.",6510,466626
"Out for Delivery: GFive U106 with tracking ID FMPC1825267238 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04471369277, PIN 165). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/uFlJu3NNNN .",0930,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 435831 RS. 682357 A/C NO. XXXX4239 757909. DO NOT SHARE.",4239,757909
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2211929530101 RS. 500000.00 A/C NO. XXXX1899 716514. SHARE ANYONE. -SBI,1899,716514
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4388 is Eight Five Seven Two. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO ! www.yonosbi.com.-SBI,4388,nan
